ACCESS_NETWORK_STATE,onBind,android.content.pm.PackageInfo,WRITE_EXTERNAL_STORAGE,HttpUriRequest,READ_PHONE_STATE,Ljava.lang.Class.forName,Ljava.lang.Class.getMethod,TelephonyManager.getDeviceId,Landroid.content.Context.registerReceiver,WAKE_LOCK,TelephonyManager.getNetworkOperator,android.intent.action.BOOT_COMPLETED,Ljava.lang.Class.getField,Runtime.getRuntime,ACCESS_WIFI_STATE,Ljava.lang.Class.getResource,RECEIVE_BOOT_COMPLETED,System.loadLibrary,VIBRATE,class
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1
1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1
0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1
1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1
1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1
1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1
1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1
0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1
1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1
1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1
1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1
1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1
1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1
1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1
1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1
1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1
1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1
1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1
0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
